id_n,year,income,debt_r,FinanceCF,Inv,lAsset/Size,cash,Inv_income,OperationCF,M&A
6093,2019,0.00980 ,0.04624 ,0.02756 ,,21.58598 ,0.57875 ,,0,0
294,2012,0.01106 ,0.04611 ,-0.00364 ,0.00000 ,23.08299 ,0.01084 ,0.00385 ,0,0
2012,2011,-0.06573 ,0.04607 ,0.20225 ,0.00000 ,20.76828 ,0.14307 ,0.00000 ,0,0
2012,2016,-0.07008 ,0.04607 ,0.02252 ,,20.76828 ,0.14307 ,0.00000 ,0,0
1480,2016,0.03333 ,0.04587 ,0.02067 ,,20.63160 ,0.06190 ,,0,0
8280,2018,-0.01799 ,0.04541 ,-0.00266 ,0.00048 ,22.90855 ,0.02691 ,0.00016 ,0,0
8627,2019,0.14439 ,0.04530 ,0.40318 ,,18.46603 ,0.01651 ,,0,0
8619,2019,0.00495 ,0.04530 ,0.36029 ,,18.46603 ,0.01651 ,,0,0
199,2015,0.37311 ,0.04494 ,0.24590 ,0.20023 ,21.51522 ,0.15605 ,0.45707 ,0,0
8473,2018,0.01194 ,0.04482 ,0.07454 ,,20.51931 ,0.00068 ,,0,0
1097,2012,-0.21534 ,0.04470 ,0.07891 ,0.00000 ,20.96014 ,0.03006 ,0.00000 ,0,0
908,2011,0.04178 ,0.04468 ,0.00000 ,0.00000 ,20.50103 ,0.06646 ,0.02669 ,0,0
908,2016,0.66836 ,0.04468 ,-1.37309 ,,20.50103 ,0.06646 ,0.00071 ,2,0
219,2013,2.48299 ,0.04454 ,-1.62175 ,0.00000 ,19.42965 ,0.25792 ,0.00000 ,1,0
8055,2012,-0.00669 ,0.04451 ,-0.00112 ,0.00009 ,21.54537 ,0.07235 ,0.00000 ,0,0
8250,2018,-0.10529 ,0.04446 ,0.03395 ,,20.59026 ,0.00001 ,,0,0
645,2015,-0.00039 ,0.04444 ,0.00703 ,0.00000 ,22.07052 ,0.01235 ,0.00000 ,0,0
1909,2019,0.07561 ,0.04438 ,-0.00688 ,,21.93284 ,0.02772 ,-0.00005 ,0,0
8082,2012,-0.02276 ,0.04435 ,0.02327 ,0.00000 ,21.46477 ,0.00123 ,0.00000 ,0,1
1168,2016,-1.01215 ,0.04426 ,-0.28430 ,0.75203 ,18.76538 ,0.00026 ,-1.16446 ,1,0
1168,2011,4.33409 ,0.04426 ,-2.82490 ,0.21926 ,18.76538 ,0.00026 ,0.54171 ,-3,0
75,2017,0.00420 ,0.04411 ,,,23.30915 ,0.02851 ,,0,0
6893,2016,0.15739 ,0.04410 ,-0.07243 ,0.00000 ,18.95973 ,0.00157 ,0.00000 ,0,0
6889,2019,112.98028 ,0.04410 ,-90.02141 ,,18.95973 ,0.00157 ,,160,0
2218,2014,0.18196 ,0.04384 ,-1.26141 ,13.39768 ,19.57216 ,0.53168 ,0.00863 ,1,0
6116,2018,-0.07899 ,0.04381 ,0.38813 ,,21.43045 ,0.70957 ,0.00406 ,0,1
6113,2019,0.00659 ,0.04381 ,-0.01805 ,0.01282 ,21.43045 ,0.70957 ,,0,0
1192,2018,-0.51940 ,0.04369 ,-0.00988 ,,22.24199 ,0.00002 ,-0.00118 ,0,1
1192,2013,-1.05513 ,0.04369 ,-0.01787 ,0.00000 ,22.24199 ,0.00002 ,-0.03855 ,0,0
862,2016,-0.00615 ,0.04363 ,0.00216 ,0.01038 ,22.27399 ,0.04199 ,0.00000 ,0,1
863,2015,0.01096 ,0.04363 ,-0.00445 ,0.00000 ,22.27399 ,0.04199 ,0.00001 ,0,1
8082,2015,-0.01416 ,0.04353 ,0.02963 ,0.00000 ,21.26165 ,0.00074 ,0.00000 ,0,0
254,2012,-0.09473 ,0.04350 ,-0.00002 ,0.00000 ,22.95623 ,0.03003 ,0.00000 ,0,0
254,2017,-0.01471 ,0.04350 ,-0.01084 ,,22.95623 ,0.03003 ,,0,0
710,2014,0.16511 ,0.04342 ,-0.13658 ,0.01007 ,21.25930 ,0.13195 ,0.00844 ,0,0
1673,2017,0.12423 ,0.04324 ,0.27343 ,,19.50421 ,0.63684 ,,0,1
1672,2019,-0.32476 ,0.04324 ,-0.16317 ,,19.50421 ,0.63684 ,-0.03899 ,0,0
190,2014,0.10755 ,0.04317 ,0.42399 ,0.00000 ,21.42979 ,0.05896 ,0.02689 ,0,0
190,2019,0.22388 ,0.04317 ,-0.15516 ,0.15018 ,21.42979 ,0.05896 ,-0.03429 ,0,0
904,2016,-4.11602 ,0.04313 ,0.68614 ,0.37493 ,19.65951 ,0.00106 ,0.00000 ,0,0
213,2012,0.58124 ,0.04308 ,-0.51423 ,0.04375 ,19.76315 ,0.00030 ,0.26164 ,0,0
242,2018,0.93651 ,0.04303 ,0.40660 ,0.06325 ,22.50765 ,0.36488 ,0.37594 ,0,0
242,2013,0.30390 ,0.04303 ,0.24597 ,0.13942 ,22.50765 ,0.36488 ,0.15565 ,0,0
254,2016,-0.15480 ,0.04298 ,-0.02827 ,0.00319 ,22.96497 ,0.03516 ,,0,0
908,2015,0.59888 ,0.04289 ,-0.07467 ,0.02271 ,20.48542 ,0.04288 ,0.00479 ,1,0
643,2014,-0.03381 ,0.04280 ,0.33841 ,0.00000 ,19.78584 ,0.00418 ,0.00000 ,0,0
186,2012,-0.17614 ,0.04280 ,0.00000 ,0.00000 ,22.03205 ,0.00105 ,-0.00081 ,0,1
186,2019,0.01513 ,0.04280 ,,0.00540 ,22.03205 ,0.00105 ,,0,0
8120,2012,0.66215 ,0.04279 ,0.39119 ,0.00000 ,18.46223 ,0.51642 ,0.65131 ,0,1
1258,2015,-0.18175 ,0.04277 ,0.00125 ,0.00000 ,21.38301 ,0.57122 ,0.00000 ,0,0
1711,2019,-0.00430 ,0.04266 ,-0.01491 ,,20.79626 ,0.00046 ,,0,0
2336,2017,0.01320 ,0.04262 ,0.19728 ,0.00238 ,19.98536 ,0.02007 ,,0,0
802,2017,-0.12555 ,0.04255 ,,,21.94207 ,0.07214 ,,0,0
690,2017,-0.07692 ,0.04233 ,0.03585 ,0.00315 ,22.00913 ,0.00585 ,,0,0
690,2012,-0.02831 ,0.04233 ,0.01587 ,0.00000 ,22.00913 ,0.00585 ,0.00066 ,0,1
1215,2019,-0.20052 ,0.04231 ,-0.67018 ,,18.72036 ,0.01516 ,,2,0
1215,2015,-0.44361 ,0.04231 ,-1.11702 ,0.00000 ,18.72036 ,0.01516 ,0.00000 ,1,1
166,2017,0.61162 ,0.04216 ,4.00995 ,0.19262 ,18.86377 ,0.00125 ,-0.26736 ,-1,1
166,2014,-0.56664 ,0.04216 ,1.15935 ,0.00000 ,18.86377 ,0.00125 ,-0.00616 ,-1,0
1901,2019,0.00837 ,0.04214 ,0.04972 ,,21.93332 ,0.08230 ,,0,0
1906,2019,-0.00469 ,0.04214 ,0.03149 ,0.00039 ,21.93332 ,0.08230 ,,0,0
213,2015,0.37595 ,0.04212 ,1.82201 ,2.04554 ,19.68198 ,0.00046 ,0.00424 ,0,1
213,2019,0.84960 ,0.04212 ,0.69546 ,0.00523 ,19.68198 ,0.00046 ,-0.01132 ,-1,0
206,2016,-0.01766 ,0.04208 ,-0.00333 ,,22.56442 ,0.06039 ,,0,1
256,2012,0.48438 ,0.04206 ,0.34246 ,0.03657 ,20.56559 ,0.02150 ,0.03591 ,0,0
8226,2019,0.00434 ,0.04205 ,-0.00085 ,,21.77210 ,0.00783 ,,0,1
690,2016,-0.01498 ,0.04162 ,0.00442 ,,22.00203 ,0.00596 ,,0,0
643,2019,-0.00418 ,0.04150 ,-0.00203 ,0.00035 ,21.98825 ,0.01883 ,,0,0
8226,2015,-0.08972 ,0.04136 ,0.03590 ,0.00108 ,21.80487 ,0.00103 ,-0.05486 ,0,0
1196,2019,-0.33439 ,0.04116 ,0.03344 ,0.07945 ,20.97647 ,0.21985 ,0.54977 ,0,1
1191,2015,-0.01113 ,0.04116 ,0.08460 ,0.00000 ,21.41068 ,0.20741 ,0.00000 ,0,0
186,2018,0.04061 ,0.04109 ,,0.01154 ,22.18977 ,0.00054 ,,0,0
8337,2019,-0.09808 ,0.04105 ,0.05263 ,,20.21189 ,0.13940 ,,0,1
1803,2015,-0.02825 ,0.04101 ,-0.08896 ,0.00000 ,20.95471 ,0.00007 ,0.00042 ,0,0
6108,2018,0.01727 ,0.04093 ,,,21.54288 ,0.63858 ,0.00891 ,0,0
8148,2011,-0.25418 ,0.04079 ,0.00000 ,0.00000 ,16.45443 ,0.52908 ,0.00000 ,0,0
897,2016,0.00234 ,0.04078 ,0.03194 ,0.00031 ,23.24124 ,0.00133 ,0.00327 ,0,0
8476,2018,0.01256 ,0.04069 ,0.06887 ,,20.53433 ,0.00129 ,,0,0
8479,2017,0.02642 ,0.04069 ,0.00367 ,,20.53433 ,0.00129 ,,0,0
166,2013,-0.19599 ,0.04064 ,0.80160 ,0.00000 ,18.89273 ,0.00130 ,0.27733 ,-1,1
2300,2013,6.14886 ,0.04046 ,1.34382 ,0.00000 ,18.57245 ,0.60550 ,0.35676 ,7,1
6111,2019,0.43681 ,0.04046 ,2.28996 ,3.76047 ,21.50150 ,0.67601 ,0.02161 ,0,0
6108,2017,-0.04335 ,0.04046 ,0.14471 ,0.10937 ,21.50150 ,0.67601 ,0.00895 ,0,0
1702,2018,0.56198 ,0.04043 ,-1.13935 ,,19.50262 ,0.00034 ,,2,0
6116,2017,0.36990 ,0.04040 ,0.39211 ,,21.40339 ,0.72884 ,0.03074 ,0,0
294,2013,0.00512 ,0.04032 ,-0.00130 ,0.00000 ,23.28034 ,0.00917 ,0.00308 ,0,0
294,2018,0.00328 ,0.04032 ,-0.00179 ,,23.28034 ,0.00917 ,0.00252 ,0,0
365,2018,-0.11537 ,0.04002 ,0.05509 ,,20.94089 ,0.34441 ,0.00015 ,0,0
6116,2014,0.32835 ,0.03988 ,0.56912 ,0.00000 ,21.45770 ,0.69424 ,0.00000 ,0,0
6111,2018,0.47471 ,0.03988 ,0.14052 ,1.17992 ,21.45770 ,0.69424 ,-0.00190 ,0,0
245,2018,0.09798 ,0.03987 ,-0.14735 ,,21.21909 ,0.00250 ,0.14685 ,1,1
157,2017,0.19869 ,0.03967 ,-0.21741 ,,20.42019 ,0.01582 ,,0,0
935,2011,0.62779 ,0.03945 ,1.24012 ,0.00000 ,18.96834 ,0.00000 ,0.04706 ,1,1
2300,2011,0.25653 ,0.03944 ,0.03837 ,0.00000 ,21.89063 ,0.01121 ,0.01892 ,0,1
166,2010,-0.44798 ,0.03930 ,2.38210 ,0.30881 ,18.92038 ,0.00115 ,-0.01613 ,-1,0
70,2014,0.04901 ,0.03930 ,-0.02306 ,0.04508 ,23.07618 ,0.16440 ,0.00112 ,0,0
8227,2011,-0.01525 ,0.03928 ,-0.02064 ,0.00011 ,21.76163 ,0.00062 ,-0.00006 ,0,0
575,2012,-0.00355 ,0.03927 ,-0.00169 ,0.00025 ,23.10392 ,0.00079 ,-0.00013 ,0,0
862,2017,-0.00968 ,0.03906 ,0.04740 ,,22.31140 ,0.09134 ,,0,1
746,2014,0.10433 ,0.03905 ,0.02465 ,0.00197 ,22.09542 ,0.70141 ,-0.00070 ,0,0
746,2019,0.21576 ,0.03905 ,-0.18237 ,,22.09542 ,0.70141 ,0.00003 ,0,0
844,2011,0.00372 ,0.03904 ,0.00157 ,0.00000 ,23.30330 ,0.03639 ,0.00000 ,0,0
862,2018,0.00780 ,0.03898 ,0.01495 ,,20.79439 ,0.39705 ,,0,0
8200,2015,0.01914 ,0.03895 ,0.05280 ,0.00000 ,21.59602 ,0.00242 ,-0.00086 ,0,1
9909,2019,0.50470 ,0.03893 ,1.68844 ,1.60113 ,20.00979 ,0.00425 ,,1,0
294,2016,0.00062 ,0.03892 ,-0.00071 ,0.00000 ,23.28509 ,0.01075 ,-0.00059 ,0,0
294,2011,0.00999 ,0.03892 ,-0.00172 ,0.00032 ,23.28509 ,0.01075 ,0.00723 ,0,0
8436,2019,0.01104 ,0.03882 ,-0.00123 ,,21.98531 ,0.00009 ,,0,0
8226,2016,-0.01866 ,0.03881 ,0.00555 ,,21.83808 ,0.00768 ,-0.00003 ,0,0
1781,2018,0.06781 ,0.03866 ,0.24435 ,0.09408 ,20.30603 ,0.01216 ,,0,0
8250,2017,-0.17576 ,0.03864 ,-0.05056 ,0.06536 ,20.60231 ,0.00002 ,0.01835 ,0,0
37,2016,-0.01175 ,0.03861 ,-0.00200 ,0.00000 ,20.61578 ,0.00206 ,0.00374 ,0,0
1049,2013,-0.05217 ,0.03852 ,-0.01777 ,0.00967 ,21.65367 ,0.15599 ,0.00000 ,0,1
142,2018,0.14129 ,0.03851 ,0.04954 ,0.03769 ,22.57630 ,0.15280 ,0.05009 ,0,1
1192,2017,-0.05600 ,0.03836 ,0.01676 ,0.01229 ,22.25472 ,0.00004 ,-0.00041 ,0,1
142,2014,0.10308 ,0.03832 ,0.06429 ,0.10793 ,22.57556 ,0.14172 ,0.04378 ,0,1
142,2019,0.09224 ,0.03832 ,-0.02105 ,0.00180 ,22.57556 ,0.14172 ,0.05257 ,0,1
32,2016,0.03534 ,0.03831 ,-0.01216 ,0.01589 ,23.33525 ,0.00183 ,0.04138 ,0,0
307,2012,-0.02618 ,0.03814 ,-0.01665 ,0.00000 ,22.04025 ,0.00051 ,0.00000 ,0,0
164,2018,-1.78006 ,0.03806 ,0.78600 ,0.27482 ,18.94769 ,0.00102 ,-0.13569 ,-1,1
610,2013,0.13263 ,0.03788 ,-0.00995 ,0.00023 ,21.94607 ,0.12456 ,0.11686 ,0,1
294,2017,0.00247 ,0.03787 ,-0.00178 ,,23.35403 ,0.01504 ,0.00172 ,0,0
908,2019,1.11088 ,0.03783 ,0.44035 ,0.01779 ,20.55248 ,0.06434 ,0.00159 ,0,0
710,2019,0.01303 ,0.03778 ,-0.00715 ,,21.50079 ,0.07817 ,-0.00025 ,0,0
680,2016,6.84581 ,0.03761 ,13.05151 ,0.06615 ,19.67533 ,0.37772 ,-0.10421 ,14,0
1803,2016,-0.04019 ,0.03760 ,0.24096 ,,20.95187 ,0.00002 ,,0,0
1803,2011,0.09380 ,0.03760 ,-0.09277 ,0.00124 ,20.95187 ,0.00002 ,0.00000 ,0,0
746,2011,0.14003 ,0.03756 ,0.05788 ,0.00404 ,22.31452 ,0.60392 ,0.00000 ,0,0
1673,2018,0.17987 ,0.03742 ,0.11164 ,,19.63237 ,0.65369 ,,0,0
2336,2013,-0.00279 ,0.03738 ,-0.00587 ,0.00000 ,20.04850 ,0.00996 ,0.00000 ,0,0
2336,2018,-0.00503 ,0.03738 ,-0.05731 ,,20.04850 ,0.00996 ,,0,0
743,2010,10.54237 ,0.03735 ,10.48759 ,0.00000 ,17.92670 ,0.78851 ,-0.00849 ,8,0
743,2015,-4.05341 ,0.03735 ,-34.38308 ,7.48841 ,17.92670 ,0.78851 ,0.04779 ,20,1
2212,2019,-0.00783 ,0.03730 ,-0.00078 ,,21.91992 ,0.05299 ,,0,0
2212,2016,-0.00330 ,0.03730 ,,,21.91992 ,0.05299 ,,0,0
179,2014,0.88030 ,0.03729 ,-0.25675 ,0.00000 ,19.43604 ,0.07548 ,0.00148 ,1,0
295,2016,0.00455 ,0.03717 ,0.27174 ,0.04103 ,23.38143 ,0.03617 ,-0.00174 ,0,1
295,2019,-0.04803 ,0.03717 ,-0.04342 ,0.00733 ,23.38143 ,0.03617 ,-0.00067 ,0,1
366,2014,0.11306 ,0.03711 ,-0.11300 ,0.00000 ,20.77409 ,0.04878 ,0.00037 ,0,0
3395,2017,-0.00916 ,0.03701 ,0.01789 ,0.00262 ,20.96241 ,0.00369 ,,0,0
1710,2017,0.07897 ,0.03693 ,0.09392 ,0.00052 ,20.82176 ,0.00066 ,,0,0
1711,2018,0.01137 ,0.03693 ,0.04693 ,,20.82176 ,0.00066 ,,0,0
88,2013,0.27602 ,0.03685 ,-0.08121 ,0.00353 ,21.57854 ,0.17291 ,0.05880 ,0,0
2300,2010,0.23551 ,0.03668 ,-0.25834 ,0.00000 ,21.91744 ,0.00184 ,0.02588 ,0,1
8056,2018,0.00191 ,0.03652 ,-0.00017 ,,21.69938 ,0.01321 ,,0,1
8165,2013,-0.00422 ,0.03651 ,-0.00052 ,0.00000 ,22.07208 ,0.19471 ,0.00000 ,0,0
255,2013,0.02070 ,0.03649 ,-0.01904 ,0.00000 ,22.94840 ,0.01420 ,0.00000 ,0,0
8247,2014,0.26453 ,0.03643 ,-0.21340 ,0.18586 ,17.80086 ,0.00000 ,-0.13462 ,0,1
294,2015,-0.00070 ,0.03642 ,-0.00071 ,0.00000 ,23.35871 ,0.01505 ,-0.00148 ,0,0
531,2010,0.11677 ,0.03634 ,0.15238 ,0.07294 ,19.73097 ,0.04624 ,0.00000 ,0,1
295,2017,0.00884 ,0.03630 ,0.18127 ,0.08818 ,23.37050 ,0.03623 ,0.00562 ,0,1
842,2016,0.01930 ,0.03622 ,0.00880 ,0.00238 ,23.39967 ,0.03899 ,-0.00020 ,0,0
844,2012,0.00369 ,0.03622 ,-0.00288 ,0.00000 ,23.39967 ,0.03899 ,0.00000 ,0,0
645,2014,-0.00205 ,0.03607 ,0.00000 ,0.00000 ,22.03652 ,0.01202 ,0.00000 ,0,0
645,2019,-0.00040 ,0.03607 ,-0.01275 ,,22.03652 ,0.02235 ,,0,0
841,2012,0.00211 ,0.03606 ,0.01025 ,0.00000 ,23.38540 ,0.01643 ,0.00000 ,0,0
1663,2013,2.79722 ,0.03605 ,5.79676 ,1.11505 ,18.07606 ,0.84557 ,0.00000 ,1,0
1662,2017,0.37937 ,0.03605 ,-0.23444 ,,18.07606 ,0.84557 ,,0,0
6822,2018,0.34133 ,0.03597 ,0.08399 ,0.07242 ,19.95088 ,0.00163 ,0.01237 ,0,0
295,2015,-0.00573 ,0.03592 ,0.29498 ,0.00000 ,23.40176 ,0.02644 ,-0.00009 ,0,1
295,2012,-0.00084 ,0.03592 ,0.00365 ,0.00149 ,23.40176 ,0.02644 ,0.00091 ,0,1
550,2019,-0.05220 ,0.03592 ,0.00913 ,,19.84669 ,0.10638 ,,0,0
685,2018,-0.00156 ,0.03587 ,-0.00076 ,0.00003 ,22.20796 ,0.03433 ,0.00002 ,0,0
685,2013,0.01754 ,0.03587 ,-0.02159 ,0.00000 ,22.20796 ,0.03433 ,-0.00003 ,0,0
6188,2014,0.28923 ,0.03571 ,0.60891 ,0.00000 ,21.12033 ,0.58859 ,0.00067 ,-1,0
6183,2016,0.15156 ,0.03571 ,-0.02137 ,,21.12033 ,0.58859 ,,0,0
254,2011,-0.01206 ,0.03563 ,0.00366 ,0.00000 ,22.18539 ,0.00053 ,0.00000 ,0,0
1098,2017,3.53542 ,0.03557 ,3.69064 ,8.26238 ,21.15447 ,0.00630 ,0.29976 ,5,0
1098,2016,2.10856 ,0.03557 ,0.97695 ,2.01607 ,21.15447 ,0.00630 ,0.25590 ,4,0
8173,2019,-0.02979 ,0.03550 ,0.00062 ,,21.86964 ,0.00977 ,,0,0
550,2015,0.01216 ,0.03549 ,-0.06185 ,0.00000 ,19.91374 ,0.22477 ,0.00000 ,0,0
1235,2012,0.06835 ,0.03546 ,0.09203 ,0.00000 ,20.10421 ,0.48745 ,0.00000 ,0,0
1897,2019,0.38244 ,0.03533 ,4.03345 ,,18.11794 ,0.86681 ,,0,0
2213,2013,0.00859 ,0.03522 ,0.00248 ,0.02876 ,21.88885 ,0.03632 ,0.00000 ,0,0
2213,2017,0.00092 ,0.03522 ,-0.01651 ,0.02830 ,21.88885 ,0.03632 ,0.01740 ,0,0
1699,2018,-0.00542 ,0.03519 ,0.00132 ,,22.50311 ,0.00280 ,,0,0
1488,2018,-0.00356 ,0.03515 ,0.67638 ,0.11133 ,20.62661 ,0.14140 ,-0.00484 ,0,0
1492,2018,0.06960 ,0.03515 ,0.36806 ,,20.62661 ,0.14140 ,0.00002 ,1,0
295,2018,0.00173 ,0.03511 ,0.12277 ,0.04015 ,23.38911 ,0.03611 ,0.00085 ,0,0
295,2013,-0.00056 ,0.03511 ,0.00181 ,0.00073 ,23.38911 ,0.03611 ,0.00017 ,0,0
6188,2018,0.26278 ,0.03495 ,-0.35796 ,0.03317 ,21.10479 ,0.33280 ,-0.00229 ,0,0
842,2017,0.02073 ,0.03494 ,0.07016 ,0.00039 ,23.41788 ,0.03847 ,,0,1
842,2012,0.00517 ,0.03494 ,-0.00600 ,0.00000 ,23.41788 ,0.03847 ,-0.00002 ,0,0
295,2011,-0.00288 ,0.03485 ,-0.00279 ,0.00000 ,23.44207 ,0.02223 ,-0.00006 ,0,0
225,2019,0.06359 ,0.03484 ,-0.01264 ,0.02790 ,21.54606 ,0.02259 ,-0.00149 ,0,0
296,2011,0.56978 ,0.03464 ,-0.18448 ,0.00000 ,20.48758 ,0.27627 ,0.00000 ,1,1
420,2015,3.25974 ,0.03439 ,-9.00745 ,0.03611 ,17.65911 ,0.00578 ,0.01797 ,10,0
8055,2016,-0.05924 ,0.03436 ,0.02415 ,0.01112 ,21.58941 ,0.01965 ,,0,0
8055,2013,-0.00948 ,0.03436 ,-0.00408 ,0.00000 ,21.58941 ,0.01965 ,0.00000 ,0,0
830,2013,-0.34101 ,0.03423 ,0.46131 ,0.00000 ,20.01592 ,0.00212 ,0.00000 ,-1,1
8611,2018,0.08291 ,0.03408 ,0.22987 ,,18.63439 ,0.26251 ,,0,0
8143,2014,2.08019 ,0.03398 ,-0.16349 ,1.88690 ,17.28281 ,0.78150 ,0.00000 ,1,1
8143,2019,-1.43729 ,0.03398 ,-1.78034 ,,17.28281 ,0.78150 ,,1,1
295,2014,0.00142 ,0.03398 ,0.13831 ,0.00027 ,23.40740 ,0.02633 ,0.00016 ,0,0
685,2017,0.00457 ,0.03393 ,-0.01432 ,,22.23794 ,0.03816 ,0.00010 ,0,0
685,2014,0.01612 ,0.03392 ,-0.00994 ,0.00000 ,22.17066 ,0.02797 ,-0.00009 ,0,0
245,2019,-0.42308 ,0.03391 ,0.19552 ,,21.14259 ,0.00380 ,-0.03725 ,0,1
245,2013,-0.01396 ,0.03391 ,0.00157 ,0.00000 ,21.14259 ,0.00380 ,0.00000 ,0,0
366,2018,0.16730 ,0.03390 ,-0.06937 ,,20.75591 ,0.04890 ,,0,0
366,2013,0.13477 ,0.03390 ,-0.12076 ,0.00000 ,20.75591 ,0.04890 ,0.00021 ,0,0
841,2019,0.00405 ,0.03388 ,0.03884 ,,23.43389 ,0.02865 ,,0,0
842,2013,-0.00804 ,0.03388 ,-0.00044 ,0.00070 ,23.43389 ,0.02865 ,0.00003 ,0,0
1130,2019,-2.28278 ,0.03386 ,0.36096 ,,17.92553 ,0.48792 ,,-1,1
685,2019,-0.00137 ,0.03386 ,-0.01071 ,,22.28800 ,0.04180 ,,0,0
6182,2018,0.00365 ,0.03368 ,0.06242 ,,21.14950 ,0.70219 ,,0,0
6183,2017,0.12251 ,0.03368 ,0.00204 ,,21.14950 ,0.70219 ,,0,0
294,2019,0.00155 ,0.03355 ,-0.00189 ,,23.41763 ,0.02032 ,0.00104 ,0,0
464,2015,0.00554 ,0.03353 ,-0.03952 ,0.00000 ,19.99866 ,0.19241 ,0.00000 ,0,0
464,2018,-0.07875 ,0.03353 ,-0.17443 ,,19.99866 ,0.19241 ,,0,0
1315,2017,0.00378 ,0.03345 ,-0.00758 ,0.06075 ,19.47774 ,0.00118 ,-0.00039 ,0,0
841,2011,0.00609 ,0.03330 ,0.00899 ,0.00000 ,23.44454 ,0.02221 ,0.00000 ,0,0
841,2016,0.00090 ,0.03330 ,-0.03712 ,0.00150 ,23.44454 ,0.02221 ,0.00000 ,0,0
2281,2018,0.26590 ,0.03329 ,-0.00999 ,,20.36926 ,0.00057 ,,0,0
1386,2015,-0.06890 ,0.03324 ,0.01594 ,0.00000 ,20.94479 ,0.00056 ,0.00000 ,0,0
295,2010,-0.00166 ,0.03320 ,0.00309 ,0.00000 ,23.44753 ,0.02219 ,-0.00063 ,0,0
2281,2017,0.23707 ,0.03320 ,0.38795 ,,20.34968 ,0.00140 ,,0,0
862,2013,0.00149 ,0.03315 ,0.00000 ,0.00000 ,22.40941 ,0.16211 ,0.00187 ,0,1
841,2015,0.01217 ,0.03304 ,0.01678 ,0.00137 ,23.47378 ,0.02433 ,0.00000 ,0,0
100,2016,0.91396 ,0.03259 ,-0.64196 ,,19.84305 ,0.00828 ,,1,0
8039,2019,-0.02170 ,0.03259 ,0.03749 ,0.01725 ,19.28438 ,0.03171 ,-0.00004 ,0,0
1759,2018,0.07969 ,0.03253 ,0.07514 ,0.00026 ,20.46433 ,0.15516 ,0.00009 ,0,0
179,2019,1.27759 ,0.03248 ,0.54616 ,0.03257 ,19.36329 ,0.39920 ,0.00048 ,2,0
935,2015,0.51177 ,0.03247 ,-0.92169 ,0.00000 ,19.19586 ,0.00000 ,0.01296 ,1,1
6822,2017,0.37759 ,0.03236 ,-0.18743 ,0.06581 ,19.97692 ,0.00197 ,,0,0
296,2015,0.41414 ,0.03226 ,-0.31365 ,0.00000 ,21.32849 ,0.53557 ,0.00000 ,0,0
132,2010,0.03534 ,0.03222 ,0.00000 ,0.00000 ,19.96929 ,0.00283 ,0.00000 ,0,0
160,2015,6.03756 ,0.03183 ,2.54162 ,0.00000 ,19.85744 ,0.00641 ,-0.00081 ,0,0
160,2012,0.88502 ,0.03183 ,0.63477 ,0.00000 ,19.85744 ,0.00641 ,0.00434 ,-1,0
1223,2016,0.02389 ,0.03182 ,-0.06800 ,0.04641 ,20.95744 ,0.03754 ,0.00076 ,0,1
6816,2018,0.06785 ,0.03159 ,-0.09955 ,,20.01483 ,0.00113 ,,0,0
6822,2014,0.23689 ,0.03159 ,-0.20712 ,0.00000 ,20.01483 ,0.00113 ,0.00000 ,0,0
1312,2013,0.22437 ,0.03156 ,-0.11655 ,2.25582 ,19.44701 ,0.79976 ,0.00000 ,0,0
1310,2019,1.10851 ,0.03156 ,-1.83122 ,,19.44701 ,0.79976 ,-0.00099 ,5,1
176,2019,-0.28721 ,0.03140 ,0.10859 ,,19.51883 ,0.13842 ,-0.03513 ,0,0
186,2013,-0.05103 ,0.03128 ,-0.00027 ,0.00000 ,22.02201 ,0.04149 ,0.00000 ,0,1
645,2011,0.00022 ,0.03122 ,0.00000 ,0.00065 ,22.04895 ,0.01481 ,0.00000 ,0,0
208,2015,0.46365 ,0.03111 ,2.02608 ,0.00000 ,18.61934 ,0.04723 ,1.90821 ,0,0
711,2011,-0.00569 ,0.03110 ,0.07991 ,0.00000 ,21.81301 ,0.07001 ,0.00382 ,0,0
702,2012,-0.03882 ,0.03108 ,0.06662 ,0.00000 ,21.90664 ,0.28891 ,-0.00046 ,0,1
156,2010,0.76925 ,0.03107 ,-0.14176 ,0.13392 ,20.61115 ,0.05696 ,-0.01535 ,0,0
711,2015,0.04628 ,0.03105 ,0.09193 ,0.03601 ,21.86645 ,0.07345 ,0.01186 ,0,0
650,2019,0.02056 ,0.03103 ,-0.24990 ,0.57748 ,21.26892 ,0.06114 ,0.09462 ,0,0
26,2014,0.04382 ,0.03099 ,-0.00674 ,0.00000 ,23.46745 ,0.00013 ,0.03746 ,0,0
26,2019,0.09020 ,0.03099 ,-0.00932 ,0.00347 ,23.46745 ,0.00013 ,0.08634 ,0,0
8056,2017,-0.01018 ,0.03077 ,0.02675 ,0.00009 ,21.57727 ,0.05153 ,,0,0
8055,2017,-0.02827 ,0.03077 ,0.00719 ,0.00605 ,21.57727 ,0.05153 ,0.00240 ,0,0
746,2010,0.13346 ,0.03061 ,0.00166 ,0.00000 ,22.10148 ,0.70697 ,0.00000 ,0,0
746,2015,0.08971 ,0.03061 ,-0.06548 ,0.00107 ,22.10148 ,0.70697 ,-0.00061 ,0,0
1001,2018,-0.31074 ,0.03055 ,-0.50910 ,0.50980 ,19.94023 ,0.00579 ,0.03143 ,0,0
